NOMBRE_CIENTIFICO,NOMBRE_COMUN,NOMBRE_CIENTIFICO_RESOLUCION_POA,NOMBRE_COMUN_RESOLUCION_POA,BLOQUE,FAJA,CODIGO_ESPECIE,VOLUMEN_ESPECIE,DAP,AC,DMC,CONDICION,ESTADO,ZONA_UTM,COORDENADA_ESTE,COORDENADA_NORTE,PCA,OBSERVACION
Parkia nitida , Goma huayo pashaco,Parkia nitida , Goma huayo pashaco, ,37,2317,4.2474,80,13,41,Aprovechable,En Pie,18S,455684,9154858,PC 07,
Ceiba pentandra , Lupuna,Ceiba pentandra , Lupuna, ,37,2318,11.1189,110,18,64,Aprovechable,En Pie,18S,455663,9155008,PC 07,
Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,37,2319,3.7522,70,15,51,Aprovechable,En Pie,18S,455706,9155253,PC 07,
Handroanthus incanus , Tahuari, ,, ,37,2320,2.9405,60,16,46,Aprovechable,En Pie,18S,455681,9155626,PC 07,
Ceiba pentandra , Lupuna,Ceiba pentandra , Lupuna, ,37,2321,7.4432,90,18,64,Semillero,En Pie,18S,455680,9155678,PC 07,SEMILLERO
Myroxylon balsamum , Estoraque,Myroxylon balsamum , Estoraque, ,37,2322,1.2873,41,15,41,Semillero,En Pie,18S,455682,9155703,PC 07,SEMILLERO
Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,37,2323,3.6757,60,20,51,Aprovechable,En Pie,18S,455719,9155732,PC 07,
Myroxylon balsamum , Estoraque,Myroxylon balsamum , Estoraque, ,37,2324,2.7568,60,15,41,Aprovechable,En Pie,18S,455708,9155730,PC 07,
Clarisia racemosa , Mashonaste,Clarisia racemosa , Mashonaste, ,37,2325,5.7432,75,20,41,Aprovechable,En Pie,18S,455706,9155733,PC 07,
Hura crepitans , Catahua,Hura crepitans , Catahua, ,37,2326,8.2932,95,18,60,Aprovechable,En Pie,18S,455712,9155793,PC 07,
Pouteria torta , Quina quina,Pouteria torta , Quina quina, ,37,2327,4.5027,70,18,41,Aprovechable,En Pie,18S,455687,9155789,PC 07,
Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,37,2328,13.2324,120,18,51,Aprovechable,En Pie,18S,455686,9155967,PC 07,
Hura crepitans , Catahua,Hura crepitans , Catahua, ,37,2329,7.1471,100,14,60,Aprovechable,En Pie,18S,455678,9156186,PC 07,
Hura crepitans , Catahua,Hura crepitans , Catahua, ,37,2330,12.1527,115,18,60,Aprovechable,En Pie,18S,455677,9156184,PC 07,
Hura crepitans , Catahua,Hura crepitans , Catahua, ,37,2331,9.2658,110,15,60,Aprovechable,En Pie,18S,455658,9156187,PC 07,
Schizolobium amazonicum , Pashaco rojo,Schizolobium amazonicum , Pashaco rojo, ,37,2332,4.9009,80,15,51,Aprovechable,En Pie,18S,455710,9156256,PC 07,
Clarisia racemosa , Mashonaste,Clarisia racemosa , Mashonaste, ,37,2333,2.3164,55,15,41,Semillero,En Pie,18S,455683,9156267,PC 07,SEMILLERO
Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,37,2334,4.9009,80,15,51,Aprovechable,En Pie,18S,455698,9156284,PC 07,
Hura crepitans , Catahua,Hura crepitans , Catahua, ,38,2335,8.8216,120,12,60,Aprovechable,En Pie,18S,455631,9156191,PC 07,
Clarisia racemosa , Mashonaste,Clarisia racemosa , Mashonaste, ,38,2336,2.7568,60,15,41,Semillero,En Pie,18S,455630,9156084,PC 07,SEMILLERO
Ormosia coccinea , Huayruro,Ormosia coccinea , Huayruro, ,38,2337,2.4709,55,16,46,Semillero,En Pie,18S,455635,9156024,PC 07,SEMILLERO
Hura crepitans , Catahua,Hura crepitans , Catahua, ,38,2338,4.9009,80,15,60,Aprovechable,En Pie,18S,455611,9155991,PC 07,
Terminalia oblonga , Yacushapana,Terminalia oblonga , Yacushapana, ,38,2339,1.9144,50,15,41,Semillero,En Pie,18S,455633,9155878,PC 07,SEMILLERO
Pouteria torta , Quina quina,Pouteria torta , Quina quina, ,38,2340,3.2354,65,15,41,Aprovechable,En Pie,18S,455614,9155879,PC 07,
Hura crepitans , Catahua,Hura crepitans , Catahua, ,38,2341,8.8216,120,12,60,Aprovechable,En Pie,18S,455621,9155852,PC 07,
Copaifera reticulata , Copaiba,Copaifera reticulata , Copaiba, ,38,2342,8.2703,90,20,56,Aprovechable,En Pie,18S,455625,9155806,PC 07,
Manilkara bidentata , Quinilla,Manilkara bidentata , Quinilla, ,38,2343,7.179,75,25,41,Aprovechable,En Pie,18S,455599,9155788,PC 07,
Clarisia racemosa , Mashonaste,Clarisia racemosa , Mashonaste, ,38,2344,2.7568,60,15,41,Aprovechable,En Pie,18S,455629,9155780,PC 07,
Hura crepitans , Catahua,Hura crepitans , Catahua, ,38,2345,3.0018,70,12,60,Semillero,En Pie,18S,455616,9155714,PC 07,SEMILLERO
Hura crepitans , Catahua,Hura crepitans , Catahua, ,38,2346,8.8216,120,12,60,Aprovechable,En Pie,18S,455612,9155612,PC 07,
Hura crepitans , Catahua,Hura crepitans , Catahua, ,38,2347,13.7838,150,12,60,Aprovechable,En Pie,18S,455617,9155504,PC 07,
Hura crepitans , Catahua,Hura crepitans , Catahua, ,38,2348,8.0303,110,13,60,Aprovechable,En Pie,18S,455632,9155487,PC 07,
Copaifera reticulata , Copaiba,Copaifera reticulata , Copaiba, ,38,2349,4.3074,75,15,56,Aprovechable,En Pie,18S,455613,9155217,PC 07,
Ceiba pentandra , Lupuna,Ceiba pentandra , Lupuna, ,38,2350,12.3543,110,20,64,Aprovechable,En Pie,18S,455633,9154988,PC 07,
Clarisia racemosa , Mashonaste,Clarisia racemosa , Mashonaste, ,38,2351,2.573,60,14,41,Aprovechable,En Pie,18S,455655,9154918,PC 07,
Parkia nitida , Goma huayo pashaco,Parkia nitida , Goma huayo pashaco, ,38,2352,3.7522,70,15,41,Semillero,En Pie,18S,455615,9154838,PC 07,SEMILLERO
Ceiba pentandra , Lupuna,Ceiba pentandra , Lupuna, ,38,2353,9.2147,95,20,64,Semillero,En Pie,18S,455610,9154792,PC 07,SEMILLERO
Copaifera reticulata , Copaiba,Copaifera reticulata , Copaiba, ,38,2354,6.911,95,15,56,Semillero,En Pie,18S,455609,9154758,PC 07,SEMILLERO
Pouteria torta , Quina quina,Pouteria torta , Quina quina, ,38,2355,4.9009,80,15,41,Semillero,En Pie,18S,455612,9154724,PC 07,SEMILLERO
Sloanea guianensis , Huangana casho,Sloanea guianensis , Huangana casho, ,38,2356,8.2932,95,18,41,Semillero,En Pie,18S,455620,9154680,PC 07,SEMILLERO
Myroxylon balsamum , Estoraque,Myroxylon balsamum , Estoraque, ,38,2357,3.0886,55,20,41,Aprovechable,En Pie,18S,455621,9154631,PC 07,
Manilkara bidentata , Quinilla,Manilkara bidentata , Quinilla, ,38,2358,4.9009,80,15,41,Aprovechable,En Pie,18S,455647,9154612,PC 07,
Schizolobium amazonicum , Pashaco rojo,Schizolobium amazonicum , Pashaco rojo, ,38,2359,5.8811,80,18,51,Aprovechable,En Pie,18S,455652,9154531,PC 07,
Pouteria torta , Quina quina,Pouteria torta , Quina quina, ,38,2360,3.2354,65,15,41,Aprovechable,En Pie,18S,455619,9154511,PC 07,
Sloanea guianensis , Huangana casho,Sloanea guianensis , Huangana casho, ,38,2361,6.1261,100,12,41,Aprovechable,En Pie,18S,455629,9154508,PC 07,
Copaifera reticulata , Copaiba,Copaifera reticulata , Copaiba, ,38,2362,12.3543,110,20,56,Aprovechable,En Pie,18S,455613,9154476,PC 07,
Pouteria torta , Quina quina,Pouteria torta , Quina quina, ,38,2363,2.3892,60,13,41,Aprovechable,En Pie,18S,455639,9154322,PC 07,
Hura crepitans , Catahua,Hura crepitans , Catahua, ,38,2364,6.5345,80,20,60,Aprovechable,En Pie,18S,455606,9154302,PC 07,
Manilkara bidentata , Quinilla,Manilkara bidentata , Quinilla, ,38,2365,3.7522,70,15,41,Aprovechable,En Pie,18S,455627,9154238,PC 07,
Ceiba pentandra , Lupuna,Ceiba pentandra , Lupuna, ,88,2366,12.4973,120,17,64,Aprovechable,En Pie,18S,452108,9154173,PC 07,
Copaifera reticulata , Copaiba,Copaifera reticulata , Copaiba, ,88,2367,3.0018,70,12,56,Aprovechable,En Pie,18S,452147,9154212,PC 07,
Pouteria torta , Quina quina,Pouteria torta , Quina quina, ,88,2368,9.8835,110,16,41,Aprovechable,En Pie,18S,452122,9154271,PC 07,
Pouteria torta , Quina quina,Pouteria torta , Quina quina, ,88,2369,7.4432,90,18,41,Aprovechable,En Pie,18S,452127,9154318,PC 07,
Copaifera reticulata , Copaiba,Copaifera reticulata , Copaiba, ,88,2370,7.4432,90,18,56,Aprovechable,En Pie,18S,452127,9154324,PC 07,
Manilkara bidentata , Quinilla,Manilkara bidentata , Quinilla, ,88,2371,2.3892,60,13,41,Aprovechable,En Pie,18S,452095,9154385,PC 07,
Calycophyllum spruceanum , Capirona,Calycophyllum spruceanum , Capirona, ,88,2372,3.7522,70,15,41,Aprovechable,En Pie,18S,452143,9154394,PC 07,
Calycophyllum spruceanum , Capirona,Calycophyllum spruceanum , Capirona, ,88,2373,3.2354,65,15,41,Aprovechable,En Pie,18S,452093,9154407,PC 07,
Ceiba pentandra , Lupuna,Ceiba pentandra , Lupuna, ,88,2374,11.1189,110,18,64,Aprovechable,En Pie,18S,452095,9154414,PC 07,
Pouteria torta , Quina quina,Pouteria torta , Quina quina, ,88,2375,4.0024,70,16,41,Aprovechable,En Pie,18S,452105,9154432,PC 07,
Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,88,2376,7.3769,85,20,51,Semillero,En Pie,18S,452150,9154855,PC 07,SEMILLERO
Calycophyllum spruceanum , Capirona,Calycophyllum spruceanum , Capirona, ,88,2377,5.8811,80,18,41,Semillero,En Pie,18S,452111,9155016,PC 07,SEMILLERO
Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,88,2378,9.2658,110,15,51,Aprovechable,En Pie,18S,452131,9155135,PC 07,
Hura crepitans , Catahua,Hura crepitans , Catahua, ,88,2379,8.8216,120,12,60,Semillero,En Pie,18S,452112,9155188,PC 07,SEMILLERO
Parkia nitida , Goma huayo pashaco,Parkia nitida , Goma huayo pashaco, ,88,2380,3.9207,80,12,41,Aprovechable,En Pie,18S,452146,9155275,PC 07,
Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,88,2381,6.2027,90,15,51,Aprovechable,En Pie,18S,452141,9155288,PC 07,
Hura crepitans , Catahua,Hura crepitans , Catahua, ,88,2382,10.2919,120,14,60,Aprovechable,En Pie,18S,452102,9155307,PC 07,
Manilkara bidentata , Quinilla,Manilkara bidentata , Quinilla, ,88,2383,2.2054,60,12,41,Aprovechable,En Pie,18S,452126,9155365,PC 07,
Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,88,2384,10.2102,100,20,51,Aprovechable,En Pie,18S,452098,9155456,PC 07,
Manilkara bidentata , Quinilla,Manilkara bidentata , Quinilla, ,88,2385,5.8811,80,18,41,Aprovechable,En Pie,18S,452113,9155554,PC 07,
Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,88,2386,11.027,120,15,51,Aprovechable,En Pie,18S,452145,9155682,PC 07,
Pouteria torta , Quina quina,Pouteria torta , Quina quina, ,88,2387,7.4432,90,18,41,Aprovechable,En Pie,18S,452126,9155702,PC 07,
Schizolobium amazonicum , Pashaco rojo,Schizolobium amazonicum , Pashaco rojo, ,88,2388,5.8811,80,18,51,Aprovechable,En Pie,18S,452102,9155708,PC 07,
Pouteria torta , Quina quina,Pouteria torta , Quina quina, ,88,2389,4.9009,80,15,41,Aprovechable,En Pie,18S,452129,9155787,PC 07,
Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,88,2390,13.8042,130,16,51,Aprovechable,En Pie,18S,452112,9155824,PC 07,
Hura crepitans , Catahua,Hura crepitans , Catahua, ,88,2391,3.2354,65,15,60,Semillero,En Pie,18S,452112,9155827,PC 07,SEMILLERO
Copaifera reticulata , Copaiba,Copaifera reticulata , Copaiba, ,88,2392,4.0024,70,16,56,Semillero,En Pie,18S,452118,9155825,PC 07,SEMILLERO
Sloanea guianensis , Huangana casho,Sloanea guianensis , Huangana casho, ,88,2393,5.5288,95,12,41,Aprovechable,En Pie,18S,452122,9155848,PC 07,
Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,88,2394,7.1471,100,14,51,Aprovechable,En Pie,18S,452105,9156007,PC 07,
Brosimum guianense , Manchinga,Brosimum guianense , Manchinga, ,88,2395,6.2027,90,15,41,Aprovechable,En Pie,18S,452122,9156011,PC 07,
Hura crepitans , Catahua,Hura crepitans , Catahua, ,88,2396,3.7522,70,15,60,Semillero,En Pie,18S,452123,9156125,PC 07,SEMILLERO
Hura crepitans , Catahua,Hura crepitans , Catahua, ,88,2397,18.0108,140,18,60,Aprovechable,En Pie,18S,452110,9156213,PC 07,
Hura crepitans , Catahua,Hura crepitans , Catahua, ,88,2398,12.9414,130,15,60,Aprovechable,En Pie,18S,452120,9156223,PC 07,
Pouteria torta , Quina quina,Pouteria torta , Quina quina, ,88,2399,4.9622,90,12,41,Aprovechable,En Pie,18S,452134,9156234,PC 07,
Calycophyllum spruceanum , Capirona,Calycophyllum spruceanum , Capirona, ,87,2400,9.1892,100,18,41,Aprovechable,En Pie,18S,452179,9156217,PC 07,
Myroxylon balsamum , Estoraque,Myroxylon balsamum , Estoraque, ,26,2401,1.2873,41,15,41,Semillero,En Pie,18S,456468,9153128,PC 07,SEMILLERO
Ceiba pentandra , Lupuna,Ceiba pentandra , Lupuna, ,26,2402,13.2324,120,18,64,Semillero,En Pie,18S,456441,9153092,PC 07,SEMILLERO
Handroanthus incanus , Tahuari, ,, ,26,2403,2.1697,50,17,46,Semillero,En Pie,18S,456465,9152998,PC 07,SEMILLERO
Manilkara bidentata , Quinilla,Manilkara bidentata , Quinilla, ,26,2404,2.9405,60,16,41,Semillero,En Pie,18S,456473,9152977,PC 07,SEMILLERO
Simarouba amara , Marupa,Simarouba amara , Marupa, ,26,2405,1.9326,52,14,46,Semillero,En Pie,18S,456461,9152952,PC 07,SEMILLERO
Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,26,2406,7.3718,95,16,51,Aprovechable,En Pie,18S,456173,9152930,PC 07,
Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,26,2407,8.6787,100,17,51,Aprovechable,En Pie,18S,456452,9152920,PC 07,
Copaifera reticulata , Copaiba,Copaifera reticulata , Copaiba, ,26,2408,9.1892,100,18,56,Aprovechable,En Pie,18S,456471,9152912,PC 07,
Ceiba samauma , Huimba,Ceiba samauma , Huimba, ,26,2409,2.1245,51,16,51,Semillero,En Pie,18S,456487,9152864,PC 07,SEMILLERO
Ceiba pentandra , Lupuna,Ceiba pentandra , Lupuna, ,26,2410,46.9465,220,19,64,Aprovechable,En Pie,18S,456498,9152836,PC 07,
Brosimum guianense , Manchinga,Brosimum guianense , Manchinga, ,26,2411,5.8811,80,18,41,Aprovechable,En Pie,18S,456467,9152524,PC 07,
Myroxylon balsamum , Estoraque,Myroxylon balsamum , Estoraque, ,26,2412,3.1243,60,17,41,Aprovechable,En Pie,18S,456449,9152801,PC 07,
Ormosia coccinea , Huayruro,Ormosia coccinea , Huayruro, ,26,2413,7.8325,95,17,46,Aprovechable,En Pie,18S,456492,9152755,PC 07,
Copaifera reticulata , Copaiba,Copaifera reticulata , Copaiba, ,26,2414,4.013,68,17,56,Aprovechable,En Pie,18S,456480,9152743,PC 07,
Handroanthus incanus , Tahuari, ,, ,26,2415,2.9405,60,16,46,Aprovechable,En Pie,18S,456466,9152679,PC 07,
Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,26,2416,3.6757,60,20,51,Semillero,En Pie,18S,456486,9152545,PC 07,SEMILLERO
Ceiba pentandra , Lupuna,Ceiba pentandra , Lupuna, ,26,2417,4.0981,65,19,64,Semillero,En Pie,18S,456452,9152255,PC 07,SEMILLERO
Handroanthus incanus , Tahuari, ,, ,26,2418,4.2525,70,17,46,Aprovechable,En Pie,18S,456462,9151955,PC 07,
Schizolobium amazonicum , Pashaco rojo,Schizolobium amazonicum , Pashaco rojo, ,27,2419,2.9405,60,16,51,Semillero,En Pie,18S,456401,9151926,PC 07,SEMILLERO
Manilkara bidentata , Quinilla,Manilkara bidentata , Quinilla, ,27,2420,1.5934,51,12,41,Semillero,En Pie,18S,456393,9151936,PC 07,SEMILLERO
Ceiba pentandra , Lupuna,Ceiba pentandra , Lupuna, ,27,2421,38.7988,200,19,64,Aprovechable,En Pie,18S,456367,9151947,PC 07,
Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,27,2422,9.1892,100,18,51,Aprovechable,En Pie,18S,456365,9151962,PC 07,
Pouteria torta , Quina quina,Pouteria torta , Quina quina, ,27,2423,1.5934,51,12,41,Semillero,En Pie,18S,456406,9151965,PC 07,SEMILLERO
Sloanea guianensis , Huangana casho,Sloanea guianensis , Huangana casho, ,27,2424,7.4126,110,12,41,Aprovechable,En Pie,18S,456370,9152012,PC 07,
Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,27,2425,16.0811,150,14,51,Aprovechable,En Pie,18S,456400,9152041,PC 07,
Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,27,2426,7.1471,100,14,51,Aprovechable,En Pie,18S,456405,9152045,PC 07,
Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,27,2427,3.7522,70,15,51,Aprovechable,En Pie,18S,456385,9152078,PC 07,
Manilkara bidentata , Quinilla,Manilkara bidentata , Quinilla, ,27,2428,5.7635,84,16,41,Aprovechable,En Pie,18S,456421,9152093,PC 07,
Manilkara bidentata , Quinilla,Manilkara bidentata , Quinilla, ,27,2429,13.2324,120,18,41,Aprovechable,En Pie,18S,456398,9152108,PC 07,
Hura crepitans , Catahua,Hura crepitans , Catahua, ,27,2430,10.3531,130,12,60,Aprovechable,En Pie,18S,456369,9152104,PC 07,
Copaifera reticulata , Copaiba,Copaifera reticulata , Copaiba, ,27,2431,2.9405,60,16,56,Aprovechable,En Pie,18S,456406,9152135,PC 07,
Parkia nitida , Goma huayo pashaco,Parkia nitida , Goma huayo pashaco, ,27,2432,3.2519,70,13,41,Aprovechable,En Pie,18S,456390,9152151,PC 07,
Manilkara bidentata , Quinilla,Manilkara bidentata , Quinilla, ,27,2433,3.0197,65,14,41,Aprovechable,En Pie,18S,456364,9152185,PC 07,
Myroxylon balsamum , Estoraque,Myroxylon balsamum , Estoraque, ,27,2434,3.2354,65,15,41,Aprovechable,En Pie,18S,456369,9152185,PC 07,
Pouteria torta , Quina quina,Pouteria torta , Quina quina, ,27,2435,2.573,60,14,41,Aprovechable,En Pie,18S,456381,9152163,PC 07,
Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,27,2436,13.2324,120,18,51,Aprovechable,En Pie,18S,456378,9152206,PC 07,
Ceiba pentandra , Lupuna,Ceiba pentandra , Lupuna, ,27,2437,7.4432,90,18,64,Aprovechable,En Pie,18S,456382,9152227,PC 07,
Brosimum guianense , Manchinga,Brosimum guianense , Manchinga, ,27,2438,3.1243,60,17,41,Aprovechable,En Pie,18S,456393,9152230,PC 07,
Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,27,2439,7.3718,95,16,51,Aprovechable,En Pie,18S,456369,9152273,PC 07,
Hura crepitans , Catahua,Hura crepitans , Catahua, ,27,2440,4.1192,82,12,60,Aprovechable,En Pie,18S,456417,9152363,PC 07,
Hura crepitans , Catahua,Hura crepitans , Catahua, ,27,2441,5.2276,80,16,60,Aprovechable,En Pie,18S,456382,9152383,PC 07,
Schizolobium amazonicum , Pashaco rojo,Schizolobium amazonicum , Pashaco rojo, ,27,2442,4.1176,71,16,51,Aprovechable,En Pie,18S,456393,9152503,PC 07,
Manilkara bidentata , Quinilla,Manilkara bidentata , Quinilla, ,27,2443,3.7522,70,15,41,Aprovechable,En Pie,18S,456375,9152501,PC 07,
Copaifera reticulata , Copaiba,Copaifera reticulata , Copaiba, ,27,2444,5.0128,76,17,56,Aprovechable,En Pie,18S,456374,9152501,PC 07,
Pouteria torta , Quina quina,Pouteria torta , Quina quina, ,27,2445,4.5027,70,18,41,Aprovechable,En Pie,18S,456371,9152523,PC 07,
Pouteria torta , Quina quina,Pouteria torta , Quina quina, ,27,2446,2.4709,55,16,41,Semillero,En Pie,18S,456373,9152548,PC 07,SEMILLERO
Myroxylon balsamum , Estoraque,Myroxylon balsamum , Estoraque, ,27,2447,2.2973,50,18,41,Semillero,En Pie,18S,456404,9152577,PC 07,SEMILLERO
Ormosia coccinea , Huayruro,Ormosia coccinea , Huayruro, ,27,2448,5.5543,80,17,46,Aprovechable,En Pie,18S,456392,9152604,PC 07,
Handroanthus incanus , Tahuari, ,, ,27,2449,2.9405,60,16,46,Aprovechable,En Pie,18S,456405,9152626,PC 07,
Myroxylon balsamum , Estoraque,Myroxylon balsamum , Estoraque, ,27,2450,3.5021,70,14,41,Aprovechable,En Pie,18S,456413,9152724,PC 07,
Copaifera reticulata , Copaiba,Copaifera reticulata , Copaiba, ,27,2451,5.6941,81,17,56,Aprovechable,En Pie,18S,456390,9152741,PC 07,
Handroanthus incanus , Tahuari, ,, ,27,2452,3.3081,60,18,46,Aprovechable,En Pie,18S,456394,9152747,PC 07,
Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,27,2453,20.9105,160,16,51,Aprovechable,En Pie,18S,456412,9152753,PC 07,
Ceiba pentandra , Lupuna,Ceiba pentandra , Lupuna, ,27,2454,11.7366,110,19,64,Semillero,En Pie,18S,456378,9153082,PC 07,SEMILLERO
Ceiba pentandra , Lupuna,Ceiba pentandra , Lupuna, ,27,2455,6.6162,90,16,64,Semillero,En Pie,18S,456417,9152850,PC 07,SEMILLERO
Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,27,2456,2.0841,54,14,51,Semillero,En Pie,18S,456405,9152877,PC 07,SEMILLERO
Schizolobium amazonicum , Pashaco rojo,Schizolobium amazonicum , Pashaco rojo, ,27,2457,4.1351,90,10,51,Aprovechable,En Pie,18S,456402,9152920,PC 07,
Copaifera reticulata , Copaiba,Copaifera reticulata , Copaiba, ,27,2458,5.8811,80,18,56,Semillero,En Pie,18S,456424,9152998,PC 07,SEMILLERO
Myroxylon balsamum , Estoraque,Myroxylon balsamum , Estoraque, ,27,2459,1.5315,50,12,41,Semillero,En Pie,18S,456402,9153141,PC 07,SEMILLERO
Brosimum guianense , Manchinga,Brosimum guianense , Manchinga, ,27,2460,1.5443,55,10,41,Semillero,En Pie,18S,456398,9153307,PC 07,SEMILLERO
Ceiba pentandra , Lupuna,Ceiba pentandra , Lupuna, ,27,2461,11.322,111,18,64,Aprovechable,En Pie,18S,456398,9153363,PC 07,
Schizolobium amazonicum , Pashaco rojo,Schizolobium amazonicum , Pashaco rojo, ,27,2462,5.1051,100,10,51,Aprovechable,En Pie,18S,456419,9153412,PC 07,
Manilkara bidentata , Quinilla,Manilkara bidentata , Quinilla, ,27,2463,3.0018,70,12,41,Aprovechable,En Pie,18S,456364,9153631,PC 07,
Pouteria torta , Quina quina,Pouteria torta , Quina quina, ,27,2464,3.0018,70,12,41,Aprovechable,En Pie,18S,456367,9153631,PC 07,
Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,27,2465,6.1772,110,10,51,Aprovechable,En Pie,18S,456371,9153653,PC 07,
Copaifera reticulata , Copaiba,Copaifera reticulata , Copaiba, ,27,2466,13.2324,120,18,56,Aprovechable,En Pie,18S,456397,9153702,PC 07,
Copaifera reticulata , Copaiba,Copaifera reticulata , Copaiba, ,27,2467,7.4432,90,18,56,Aprovechable,En Pie,18S,456416,9153748,PC 07,
Copaifera reticulata , Copaiba,Copaifera reticulata , Copaiba, ,27,2468,4.7528,70,19,56,Aprovechable,En Pie,18S,456416,9153768,PC 07,
Brosimum guianense , Manchinga,Brosimum guianense , Manchinga, ,27,2469,5.2276,80,16,41,Aprovechable,En Pie,18S,456402,9153822,PC 07,
Copaifera reticulata , Copaiba,Copaifera reticulata , Copaiba, ,27,2470,6.364,81,19,56,Aprovechable,En Pie,18S,456399,9153922,PC 07,
Brosimum guianense , Manchinga,Brosimum guianense , Manchinga, ,27,2471,4.2525,70,17,41,Aprovechable,En Pie,18S,456372,9153921,PC 07,
Copaifera reticulata , Copaiba,Copaifera reticulata , Copaiba, ,27,2472,2.9405,60,16,56,Semillero,En Pie,18S,456393,9153945,PC 07,SEMILLERO
Brosimum guianense , Manchinga,Brosimum guianense , Manchinga, ,27,2473,2.573,60,14,41,Semillero,En Pie,18S,456387,9154030,PC 07,SEMILLERO
Manilkara bidentata , Quinilla,Manilkara bidentata , Quinilla, ,27,2474,3.0197,65,14,41,Aprovechable,En Pie,18S,456395,9154045,PC 07,
Copaifera reticulata , Copaiba,Copaifera reticulata , Copaiba, ,27,2475,4.0024,70,16,56,Aprovechable,En Pie,18S,456395,9154062,PC 07,
Hura crepitans , Catahua,Hura crepitans , Catahua, ,34,2476,12.2652,131,14,60,Semillero,En Pie,18S,455914,9153980,PC 07,SEMILLERO
Ormosia coccinea , Huayruro,Ormosia coccinea , Huayruro, ,34,2477,3.8889,69,16,46,Semillero,En Pie,18S,455912,9153981,PC 07,SEMILLERO
Hura crepitans , Catahua,Hura crepitans , Catahua, ,34,2478,8.4426,105,15,60,Semillero,En Pie,18S,455927,9153965,PC 07,SEMILLERO
Terminalia oblonga , Yacushapana,Terminalia oblonga , Yacushapana, ,34,2479,2.9405,60,16,41,Aprovechable,En Pie,18S,455888,9153926,PC 07,
Hura crepitans , Catahua,Hura crepitans , Catahua, ,34,2480,4.9029,98,10,60,Aprovechable,En Pie,18S,455923,9153878,PC 07,
Hura crepitans , Catahua,Hura crepitans , Catahua, ,34,2481,10.2919,120,14,60,Aprovechable,En Pie,18S,455932,9153864,PC 07,
Schizolobium amazonicum , Pashaco rojo,Schizolobium amazonicum , Pashaco rojo, ,34,2482,4.499,72,17,51,Aprovechable,En Pie,18S,455942,9153819,PC 07,
Manilkara bidentata , Quinilla,Manilkara bidentata , Quinilla, ,34,2483,3.3361,62,17,41,Aprovechable,En Pie,18S,455885,9153801,PC 07,
Myroxylon balsamum , Estoraque,Myroxylon balsamum , Estoraque, ,34,2484,4.1933,74,15,41,Aprovechable,En Pie,18S,455915,9153776,PC 07,
Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,34,2485,1.9326,52,14,51,Semillero,En Pie,18S,455905,9153741,PC 07,SEMILLERO
Ceiba pentandra , Lupuna,Ceiba pentandra , Lupuna, ,34,2486,3.8824,65,18,64,Semillero,En Pie,18S,455899,9153742,PC 07,SEMILLERO
Sloanea guianensis , Huangana casho,Sloanea guianensis , Huangana casho, ,34,2487,15.009,140,15,41,Aprovechable,En Pie,18S,455928,9153696,PC 07,
Pouteria torta , Quina quina,Pouteria torta , Quina quina, ,34,2488,5.1456,77,17,41,Aprovechable,En Pie,18S,455915,9153572,PC 07,
Manilkara bidentata , Quinilla,Manilkara bidentata , Quinilla, ,34,2489,9.3739,101,18,41,Semillero,En Pie,18S,455887,9153457,PC 07,SEMILLERO
