idx,label,folder,file,image_path,raw_x,raw_y,pixel_x,pixel_y,coord_mode_used,col0,row0,debug_patch
503,1,2023-18,16-CONP-MAD-SD-023-15_29102023_007_pv8_7,/mnt/parscratch/users/aca21jo/2025_Forge/OSINFOR_data/01. Ortomosaicos/2023/2023-18/16-CONP-MAD-SD-023-15_29102023_007_pv8_7_idw.tif,0.7462590792960553,0.473391974101832,13398.335509681376,7822.328980058672,normalized,13286,7710,./outputs/binary_resnet50_rgb_balanced_cuda/debug_patches/train/0503_1.png
518,1,2023-18,16-CONP-MAD-SD-023-15_29102023_007_pv8_7,/mnt/parscratch/users/aca21jo/2025_Forge/OSINFOR_data/01. Ortomosaicos/2023/2023-18/16-CONP-MAD-SD-023-15_29102023_007_pv8_7_idw.tif,0.14796619631728303,0.4426515340868454,2656.5850886804997,7314.373949251033,normalized,2545,7202,./outputs/binary_resnet50_rgb_balanced_cuda/debug_patches/train/0518_1.png
530,1,2023-18,16-CONP-MAD-SD-023-15_29102023_007_pv8_7,/mnt/parscratch/users/aca21jo/2025_Forge/OSINFOR_data/01. Ortomosaicos/2023/2023-18/16-CONP-MAD-SD-023-15_29102023_007_pv8_7_idw.tif,0.13854628080674558,0.8721771830712403,2487.4599256043102,14411.855773069174,normalized,2375,14300,./outputs/binary_resnet50_rgb_balanced_cuda/debug_patches/train/0530_1.png
531,1,2023-18,16-CONP-MAD-SD-023-15_29102023_034_PV14_8,/mnt/parscratch/users/aca21jo/2025_Forge/OSINFOR_data/01. Ortomosaicos/2023/2023-18/16-CONP-MAD-SD-023-15_29102023_034_PV14_8_idw_transparent_mosaic_group1.tif,0.5705696270872209,0.8616108596838428,9828.061826577381,12919.854840959222,normalized,9716,12808,./outputs/binary_resnet50_rgb_balanced_cuda/debug_patches/train/0531_1.png
546,1,2023-18,16-CONP-MAD-SD-023-15_29102023_007_pv8_7,/mnt/parscratch/users/aca21jo/2025_Forge/OSINFOR_data/01. Ortomosaicos/2023/2023-18/16-CONP-MAD-SD-023-15_29102023_007_pv8_7_idw.tif,0.8503229454630961,0.8198191512542666,15266.698162844426,13546.691655325501,normalized,15155,13435,./outputs/binary_resnet50_rgb_balanced_cuda/debug_patches/train/0546_1.png
556,1,2023-18,16-CONP-MAD-SD-023-15_29102023_007_pv8_7,/mnt/parscratch/users/aca21jo/2025_Forge/OSINFOR_data/01. Ortomosaicos/2023/2023-18/16-CONP-MAD-SD-023-15_29102023_007_pv8_7_idw.tif,0.19008523849534903,0.6752390073302272,3412.7903719454966,11157.649357124676,normalized,3301,11046,./outputs/binary_resnet50_rgb_balanced_cuda/debug_patches/train/0556_1.png
570,1,2023-18,16-CONP-MAD-SD-023-15_29102023_007_pv8_7,/mnt/parscratch/users/aca21jo/2025_Forge/OSINFOR_data/01. Ortomosaicos/2023/2023-18/16-CONP-MAD-SD-023-15_29102023_007_pv8_7_idw.tif,0.6043070380967779,0.4489227779311341,10849.72856198955,7417.99998253406,normalized,10738,7306,./outputs/binary_resnet50_rgb_balanced_cuda/debug_patches/train/0570_1.png
571,1,2023-18,16-CONP-MAD-SD-023-15_29102023_007_pv8_7,/mnt/parscratch/users/aca21jo/2025_Forge/OSINFOR_data/01. Ortomosaicos/2023/2023-18/16-CONP-MAD-SD-023-15_29102023_007_pv8_7_idw.tif,0.8578677909436673,0.6266914081099632,15402.158318602602,10355.44882760903,normalized,15290,10243,./outputs/binary_resnet50_rgb_balanced_cuda/debug_patches/train/0571_1.png
572,1,2023-18,16-CONP-MAD-SD-023-15_29102023_007_pv8_7,/mnt/parscratch/users/aca21jo/2025_Forge/OSINFOR_data/01. Ortomosaicos/2023/2023-18/16-CONP-MAD-SD-023-15_29102023_007_pv8_7_idw.tif,0.8303741212588289,0.7149379529374705,14908.536973081014,11813.634734338762,normalized,14797,11702,./outputs/binary_resnet50_rgb_balanced_cuda/debug_patches/train/0572_1.png
573,1,2023-18,16-CONP-MAD-SD-023-15_29102023_007_pv8_7,/mnt/parscratch/users/aca21jo/2025_Forge/OSINFOR_data/01. Ortomosaicos/2023/2023-18/16-CONP-MAD-SD-023-15_29102023_007_pv8_7_idw.tif,0.2674037535742489,0.8715670733553914,4800.966991672065,14401.774320124488,normalized,4689,14290,./outputs/binary_resnet50_rgb_balanced_cuda/debug_patches/train/0573_1.png
574,1,2023-18,16-CONP-MAD-SD-023-15_29102023_007_pv8_7,/mnt/parscratch/users/aca21jo/2025_Forge/OSINFOR_data/01. Ortomosaicos/2023/2023-18/16-CONP-MAD-SD-023-15_29102023_007_pv8_7_idw.tif,0.14649255869839858,0.28309357290170234,2630.127398871048,4677.838198627729,normalized,2518,4566,./outputs/binary_resnet50_rgb_balanced_cuda/debug_patches/train/0574_1.png
575,1,2023-18,16-CONP-MAD-SD-023-15_29102023_007_pv8_7,/mnt/parscratch/users/aca21jo/2025_Forge/OSINFOR_data/01. Ortomosaicos/2023/2023-18/16-CONP-MAD-SD-023-15_29102023_007_pv8_7_idw.tif,0.3099410553846469,0.5418627488968821,5564.681708375951,8953.74006277208,normalized,5453,8842,./outputs/binary_resnet50_rgb_balanced_cuda/debug_patches/train/0575_1.png
584,1,2023-18,16-CONP-MAD-SD-023-15_29102023_016_PV17-7,/mnt/parscratch/users/aca21jo/2025_Forge/OSINFOR_data/01. Ortomosaicos/2023/2023-18/16-CONP-MAD-SD-023-15_29102023_016_PV17-7_idw_transparent_mosaic_group1.tif,0.41019738503284836,0.8325083996189575,6996.7367965052945,12833.949488525848,normalized,6885,12722,./outputs/binary_resnet50_rgb_balanced_cuda/debug_patches/train/0584_1.png
609,1,2023-19,25-PUCC-DE-CPC001-13_25102023_012_PV08-PC09,/mnt/parscratch/users/aca21jo/2025_Forge/OSINFOR_data/01. Ortomosaicos/2023/2023-19/25-PUCC-DE-CPC001-13_25102023_012_PV08-PC09_idw.tif,0.3927954629286075,0.6990425696855618,7371.592452781177,11811.023257407252,normalized,7260,11699,./outputs/binary_resnet50_rgb_balanced_cuda/debug_patches/train/0609_1.png
624,1,2023-19,25-PUCC-DE-CPC001-13_25102023_004_PV01-PC12,/mnt/parscratch/users/aca21jo/2025_Forge/OSINFOR_data/01. Ortomosaicos/2023/2023-19/25-PUCC-DE-CPC001-13_25102023_004_PV01-PC12_idw_transparent_mosaic_group1.tif,0.18993042436345967,0.760748981625031,3244.5814394009813,13618.928269051305,normalized,3133,13507,./outputs/binary_resnet50_rgb_balanced_cuda/debug_patches/train/0624_1.png
625,1,2023-19,25-PUCC-DE-CPC001-13_25102023_004_PV01-PC12,/mnt/parscratch/users/aca21jo/2025_Forge/OSINFOR_data/01. Ortomosaicos/2023/2023-19/25-PUCC-DE-CPC001-13_25102023_004_PV01-PC12_idw_transparent_mosaic_group1.tif,0.4882303410983504,0.1985751749535276,8340.43891698312,3554.892782018051,normalized,8228,3443,./outputs/binary_resnet50_rgb_balanced_cuda/debug_patches/train/0625_1.png
636,1,2023-19,25-PUCC-DE-CPC001-13_25102023_004_PV01-PC12,/mnt/parscratch/users/aca21jo/2025_Forge/OSINFOR_data/01. Ortomosaicos/2023/2023-19/25-PUCC-DE-CPC001-13_25102023_004_PV01-PC12_idw_transparent_mosaic_group1.tif,0.3967107033269959,0.8961413895317889,6777.008944935071,16042.723155398086,normalized,6665,15931,./outputs/binary_resnet50_rgb_balanced_cuda/debug_patches/train/0636_1.png
